"project_id","project_name","cohort","organization_name","organisation_id","country","framework_key","description","status","project_status"
b6b9762b-093c-474a-9fbc-3b36feb44a94,Community-led restoration of the degraded landscape of the Wenchi Municipality,terrafund-landscapes,,1199,GH,terrafund-landscapes,"January-March 2024. Awareness raising, skill development and nursery establishment. During this period, we will conduct project outreaches, select partners, provide training and establish a new 200,000 capacity community nursery. We will build strong support for the project by creating awareness in five target communities. This will be done by delivering engaging talks in churches and mosques and by training behavior change volunteers to conduct household level outreaches. Skill development will be realized through hands-on training for over 140 small holder farmers. Training will be delivered in partnership with the Wenchi office of the Ministry of Food and Agriculture. Nursery establishment will involve the construction of a new shed, acquisition of seeds, potting of materials, planting of seeds, watering and weed suppression. 

April-October 2024. Site preparation, planting, baseline data gathering and seedling maintenance. In this quarter, we will work with and support small holder farmers to prepare planting sites (weed clearance, manuring etc.,) and commence year one planting. During this same period, we will collect baseline data on initial tree survival and growth parameters to serve as benchmark on which we will monitor and track the projects progress. May-July is the peak raining season at the project site. Thus, we will strive to complete 90% of year one planting during this period. From Aug-Sept, we will conduct tree aftercare activities including building effective fire barriers for the drier months of the year (Nov-Feb).

May-July 2025: Year Two Planting: All planting would be completed during this period. Year two growth and survival monitoring would be conducted during this same period. 

August 2025-March 2029: Tree Maintenance, Aftercare and Monitoring: We will continue with tree aftercare (mulching, watering, weed control) and monitoring activities from August 2025 till project completion in 2029. For internal use and organizational impact monitoring, Herp-Ghana staff will continue to track the progress of the project (tree performance, survivorship) beyond the lifespan of the project.",approved,
"47118e50-d4d1-4ba0-8094-59cfa441dbb0",Community-led Restoration Project - Restoring for the Future - EcoCare Ghana,terrafund,,1311,GH,terrafund,March 2022 - December 2026,approved,new_project
"684fb6a6-db3c-403a-8bb5-1b90c4234ace",Contribution à l'amélioration de la couverture végétale de la sécurité alimentaire et nutritionnelle des exploitations agricoles par la diffusion des technologies et des bonnes pratiques agroforestières - ASIC,terrafund,,707,ML,terrafund,Mai 2022-Décembre 2026,approved,new_project
"9a3596ac-fa14-4de0-a10b-f5164f8f1196",COSTA SALVAJE/Restauración de ecosistemas de manglar en Oaxaca y Chiapas,ppc,,562,MX,ppc,,approved,
"62043c88-f03d-475e-ac9c-2f057536e2a8",Création de 150 hectares de plantations forestières communautaires afin de lutter contre le changement climatique pour l’autonomisation des couches vulnérables (femmes et jeunes) dans le département de Kouibly - SOS-Forêts,terrafund,,610,CI,terrafund,"5 ans",approved,new_project
"7aef4ffe-72d6-4e29-968d-e42c4142b533",CUCOS/Restauración y conservación ambiental mediante el establecimiento del cultivo de Cacao y Cafe en la Sierra Sur del estado de Oaxaca,ppc,,562,MX,ppc,,approved,
"04af9a53-455b-4972-bf23-baa3019919be",Deployment and Commercialization of Fruit Trees as Sustainable solution for Reforestation   In Makueni County,terrafund-landscapes,,1946,KE,enterprises,"Phase 1: Preparatory Activities
Recruitment and Training of Service Providers (Jan 2024)
By mobilizing, meeting, and training service providers to the project ensures that all the service providers are aligned with project objectives, equipped with necessary skills, and committed to achieving set targets and timelines.

Partnership Development with Smallholder Farmers and (Mar 2024)
Establishing partnerships includes engaging farmers through meetings to discuss benefits like seedlings, training, and support. Building trust with transparency, goals.  Obtain consents for credit terms, produce supply, cost deductions, and roles. Customize support with technical aid, inputs, extension services, and market connections. 

Farmer trainings (10th-20th Mar 2024)
Training sessions for farmers will involve content development covering mango varieties, planting techniques, post-care, and benefits of planting different varieties, and post-planting advantages. Hands-on demonstrations teach hole preparation, seedling handling, and irrigation.  on planting techniques.

Distribution and Planting
Preparation and setting up of Planting Holes (20th-31st Mar 2024)
Site selection will prioritize optimal locations considering soil quality, drainage, sunlight, and water proximity. Guidelines for hole dimensions will ensure uniform seedling growth. Training, supervision, collaboration, and documentation will guarantee quality and success in mango seedling planting projects through effective implementation and progress tracking.

Distribution and Planting of Mango Seedlings (15th Apr-31st May 2024):
Distributing mango seedlings on credit aids farmers without immediate payment burdens, fostering participation and oversight by service providers. Implementing a check-off system deducts seedling costs from harvest sales, ensuring project sustainability. Monitoring activities for 20 months track seedling progress, manage challenges, and optimize project success from planting to maturity.

Follow-up Activities and Monitoring
Regular Monitoring Field Visits (1st Jun-30th Jun 2024)
Regular field visits assess mango tree survival rates, taking of geospatial data, noting factors like pests, diseases, and care quality. Data collected aids in calculating overall survival and identifying areas for improvement. The team will evaluate irrigation, soil health, and farmer practices, intervening with pest control, irrigation adjustments, or training as needed.

Project Progress Reporting and Field Visits (Jul 20th, 2024):
Project progress metrics include tracking restored trees, hectares covered, and jobs created. Field visits verify data accuracy, assess outcomes, and gather insights. Detailed post-visit reports summarize findings, challenges, interventions, and recommendations for stakeholders. Impact assessment and sustainability planning use collected data to evaluate effectiveness, demonstrate accountability, and ensure long-term project success, community engagement, and environmental stewardship.

Regular Monitoring Field Visits (August 2024)
Regular field visits assess mango tree survival rates, taking of geospatial data, noting factors like pests, diseases, and care quality. Data collected aids in calculating overall survival and identifying areas for improvement. The team will evaluate irrigation, soil health, and farmer practices, intervening with pest control, irrigation adjustments, or training as needed.

Phase 2: Farmer trainings (1st-15th September 2024)
Training sessions for farmers will involve content development covering mango varieties, planting techniques, post-care, and benefits of planting different varieties, and post-planting advantages. Hands-on demonstrations teach hole preparation, seedling handling, and irrigation.  on planting techniques.

Distribution and Planting
Preparation and setting up of Planting Holes (15th-30th September 2024)
Site selection will prioritize optimal locations considering soil quality, drainage, sunlight, and water proximity. Guidelines for hole dimensions will ensure uniform seedling growth. Training, supervision, collaboration, and documentation will guarantee quality and success in mango seedling planting projects through effective implementation and progress tracking.

Distribution and Planting of Mango Seedlings (1st October-31st November May 2024):
Distributing mango seedlings on credit aids farmers without immediate payment burdens, fostering participation and oversight by service providers. Implementing a check-off system deducts seedling costs from harvest sales, ensuring project sustainability. Monitoring activities for 20 months track seedling progress, manage challenges, and optimize project success from planting to maturity.

Follow-up Activities and Monitoring
Regular Monitoring Field Visits (December 2024)
Regular field visits assess mango tree survival rates, taking of geospatial data, noting factors like pests, diseases, and care quality. Data collected aids in calculating overall survival and identifying areas for improvement. The team will evaluate irrigation, soil health, and farmer practices, intervening with pest control, irrigation adjustments, or training as needed.

Phase 3: Long-term Monitoring and Reporting
Project Progress Reporting and Field Visits (5th Jan 2025)
Follow-up reporting on project progress, tree restoration, hectares, and job creation. Conduct monitoring and verification field visits with partners for continued support and evaluation.
This comprehensive plan ensures effective implementation, continuous monitoring, and transparent reporting throughout the mango seedling distribution and planting project, promoting sustainable practices and community engagement over the project duration.

Field Visits (Feb 2025 - Mar 2025)
Continue with regular visits to mango seedling sites to assess their health and growth in natural rainfall conditions.
Data Collection: Gather data on seedling health metrics such as growth rates, leaf condition, pest infestations, and soil moisture levels influenced by natural rainfall patterns.

Data Analysis and Planning (Apr 2025 - Jun 2025):
Data Analysis: Analyze the collected data to determine seedling survival rates and identify early challenges or trends affected by natural rainfall dynamics.
Identification of Challenges: Identify specific issues such as water stress during dry periods, soil erosion risks, pest outbreaks following heavy rains, or nutrient leaching due to rainfall intensity.
Planning Interventions: Develop a detailed plan for ongoing monitoring activities, corrective interventions based on natural weather patterns, and any necessary training programs for farmers or caretakers regarding natural rainfall management.

Implementation of Interventions (Jul 2025 - Dec 2025):
Make necessary adjustments in care practices based on natural rainfall patterns, optimizing watering schedules during dry spells and adjusting nutrient applications accordingly.
Training Programs: Conduct training sessions emphasizing natural rainfall management, soil conservation practices, and resilient crop care techniques suited to local weather variations.

Continuous Monitoring and Data Collection (Jan 2026 - Dec 2028):
Regular Field Visits: Maintain consistent field visit schedules to monitor seedling progress, natural responses to rainfall variations, and collect updated data on growth parameters influenced by natural conditions.
Adjust interventions or care practices based on ongoing monitoring data and evolving natural rainfall patterns to optimize seedling health and project outcomes sustainably.

Final Evaluation and Reporting (Jan 2029 - Mar 2029):
Conduct a thorough final assessment of seedling survival rates, growth patterns, and overall health considering long-term natural rainfall impacts.
Report Preparation: Compile detailed reports summarizing the project's outcomes under natural rainfall conditions, successful interventions, challenges faced, lessons learned, and actionable recommendations for sustainable natural resource management. Share these reports with stakeholders, funders, and relevant authorities for informed decision-making and future planning.",approved,
e32012a6-4bd7-4dfb-87bd-51ea008bab0d,Des jeunes plants des arbres pour des opportunités d´emploi et pour l'avenir de l'homme et de la planète,terrafund-landscapes,,1408,BI,enterprises,"janvier 2024 - février 2024: Entretien de pépinieres et préparations des premiers terrains pour  plantation;
Mars 2024- Mai 2024: Premiere Phase de Plantation des arbres;
juin 2024 - Décembre 2024: Formation communautaire et préperation, entretien des nouvelles pépinieres; suivi des plants déja plantés ;
Octobre 2024- Mai 2025: Deuxieme Phase de plantation, suivi des plants déja plantés.
Juin 2025 - décembre 2025: troisieme Phase de plantation des arbres;
janvier 2026 - Décembre 2029: Suivi et monitoring engagement communautaire et développement de  notre plan d´affaire et model des  collaboration communautaire",approved,
"3764b36d-4b20-4e89-880a-cc80df905b02",DISPLAY TEST,,,2482,AL,terrafund,,approved,
d795ccb8-d9e1-4075-aa2d-c2ee772d72cb,DRC 2023: Community Designed Restoration of Land and Livelihoods in Kambekulu,terrafund-landscapes,,27,CD,terrafund-landscapes,"Stage 1 PROGRAM PREPARATION & TREE NURSERY ESTABLISHMENT: March 1, 2024 to June 30, 2024

During stage one, Plant With Purpose DRC staff work with local leaders and communities to identify the community areas to be restored and provide tree planting training to Purpose Groups via our Seeds of Change curriculum. This involves meetings to determine where public and private tree nurseries will be established within the project areas. Before implementing the program, all parties need to agree on community planting site location, tree-monitoring methodology, and on adherence to a community forestry code. Plant With Purpose DRC then works on capacity building in communities within the project area. Local staff meet with community members and ensure the availability of resources and materials. They collect GPS data for a sample of the sites where tree nurseries will be established, when needed. Seeds of Change training is made available to communities through Purpose Group participation and Plant With Purpose DRC staff work within the partnering communities to establish the tree nurseries and prepare planting sites. Monitoring of seedling growth continues throughout this stage.

Stage 2 TREE PLANTING CAMPAIGN: July 1, 2024 to December 31, 2024

Once the seedlings are ready for planting, Plant With Purpose DRC organizes a tree planting campaign within communities and invites local leaders. Through Purpose Groups, Plant With Purpose DRC staff educate partnering farmers about planting and protecting the produced seedlings once planted on public or private land (the majority of seedlings will be planted in private agroforestry lots). Environmental technicians on staff provide further training and technical assistance. We then launch tree planting activities and mobilize farmers to plant trees.

Stage 3 MONITORING AND EVALUATION: December 31, 2024 to Approximately August 15, 2029

This stage involves Plant With Purpose DRC staff working with the farmers to monitor and evaluate the planted trees by identifying the growth rate of the trees, the current threats to the trees, keeping track of where the trees are planted (public vs. private land), and seeking solutions to any challenges and threats to the trees in the planting areas. Our monitoring process is continuous until the area is graduated, usually after 6-10 years, and our TerraFund for AFR100 reports are scheduled until August 15, 2029.",approved,
"3a2099dd-9a85-4091-b0c7-5edd11acbcd6",DRC 2023: Integrated restoration interventions in Lwiro River Bassin/Kabare,terrafund-landscapes,,57,CD,terrafund-landscapes,"Year 1 (2024): 
January-March (2024): 
-  Team set up and project inception;
 -  Project staff empowered (capacity building about ARCOS’BEST approach, GIS);
 -  Project sites created (772 hectares of degraded land) and polygon shapefile submitted;
  -  4 tree nursery sites identified and established;
   -  Seeds and Plastic bags purchased;
April-June (2024): 
-  Stakeholders’ mobilization and Capacity needs assessment;
-  Restoration needs assessment and participatory planning;
-  Project staff empowered (capacity building about financial management, reporting);
-  4 tree nurseries in production with 93,555 tree seedlings;
-  2000 farmers are engaged and trained on SALM practices and business development 66 Friend of Nature Associations (FNAs) established and trained; 
-  Catchment management committee operationalized;
-  Pull up and project flyer produced and shared;
July-September (2024): 
-	Complete and submit six-month progress report (January-June 2024) on TerraMatch for Project, each site and nursery profile;  
-	Site for tree planting prepared and tree planting campaign conducted; 
-	Monitoring of tree nursery sites; 
October-December (2024):
-	93,555 tree seedlings planted
Year 2 (2025)
January-March (2025):
-	Complete and submit six-month progress report (July-December 2024) on TerraMatch for Project, each site and nursery profile; 
-	Participatory monitoring and evaluation of project activities for the year 2024 conducted;
-	Seeds and Plastic bags purchased; 
April-June (2025):
-	4 tree nurseries in production with 112,266 seedlings; 
-	2000 farmers are engaged and trained on SALM practices and business development 67 Friend of Nature Associations (FNAs) established and trained; 
-	1 revolving Fund established, Nature Based community Fund (NBCF) for year 2024 farmers;
July-September (2025):
-	Complete and submit six-month progress report (January-June 2025) on TerraMatch for Project, each site and nursery profile;  
-	Site for tree planting prepared and tree planting campaign conducted; 
-	Monitoring of tree nursery sites; 
-	Community to community exchange conducted;
October-December (2025)
-	112,266 tree seedlings planted;

Year 3 (2026)
January-March (2026):
-	Complete and submit six-month progress report (July-December 2025) on TerraMatch for Project, each site and nursery profile; 
-	Participatory monitoring and evaluation of project activities for the year 2025 conducted;
-	Seeds and Plastic bags purchased; 
April-June (2026):
-	4 tree nurseries in production with 18,711 seedlings; 
-	133 FNAs trained on SALM practices and business development;  
-	1 revolving Fund established, Nature Based community Fund (NBCF) for year 2025 farmers;
July-September (2026):
-	Complete and submit six-month progress report (January-June 2026) on TerraMatch for Project, each site and nursery profile;  
-	Site for tree planting prepared and tree planting campaign conducted; 
-	Monitoring of tree nursery sites; 
-	Community to community exchange conducted;
October-December (2026):
-	18,711 tree seedlings including replacement planted 

Year 4 (2027)
January-March (2027):
-	Complete and submit six-month progress report (July-December 2026) on TerraMatch for Project, each site and nursery profile;  
-	Participatory monitoring and evaluation of project activities for the year 2026 conducted;
April-June (2027):
-	133 FNAs trained on SALM practices and business development;  
July-September (2027):
-	Complete and submit six-month progress report (January-June 2027) on TerraMatch for Project, each site profile;  
-	Community to community exchange conducted;
October-December (2027):
-	Participatory monitoring and evaluation of project activities conducted
Year 5 (2028)
January-June (2028):
-	Complete and submit six-month progress report (July-December 2027) on TerraMatch for Project, each site and nursery profile;  
-	Participatory monitoring and evaluation of project activities conducted;
-	133 FNAs trained on SALM practices and business development;  
July-September (2028):
-	Complete and submit six-month progress report (January-June 2028) on TerraMatch for Project, each site profile;
-	Community to community exchange conducted;
October-December (2028):
-	Participatory monitoring and evaluation of project activities conducted;
Year 6 (2029)
January-June (2029):
-	Complete and submit six-month progress report (July-December 2028) on TerraMatch for Project, each site and nursery profile;  
-	Participatory monitoring and evaluation of project activities conducted;
July-August (2029):
-	Complete and submit six-month progress report (January-June 2029) on TerraMatch for Project, each site profile;
-	Community to community exchange conducted;
-	Project activities concluded.",approved,
d6481438-9603-4c68-b152-6586ed825b0a,Drylands Agroforestry Tree Planting Project - DNRC,terrafund,,715,KE,terrafund,"2022 to 2024 we plant all the 250,000 seedlings.   

then monitoring and follow ups continues till the end of the project in 2026",approved,existing_expansion
"67a402f3-d5b6-442d-a7ae-9ec3137e20f0",DUMMY PROJECT PPC,,,577,AU,ppc,,approved,
cf16b937-a02b-4691-b816-28669ec348f2,"Ecosystem and livelihoods enhancement for People, Nature and Climate in Marsabit County - International Tree Foundation",terrafund,,259,KE,terrafund,"Project planning will be done in the first 3 months together with communities and the stakeholders, the tree planting plan will be developed. This plan will clearly outline the planting seasonality which is mostly dependent on the rainy season. The specific months for planting are December, April and October. This will therefore be staggered across the two and half years where planting will be taking place. The plan will also clearly outline the roles of each partner.
Implementation will thus start with capacity building on tree nursery establishment and Gender integration in tree growing projects. The existing tree nursery is expanding to accommodate the increase in numbers of the trees.
Project review meetings will be done after every six months where the challenges and opportunities will be identified and acted upon. Day to day monitoring of the project will be done by the community field-based officer and the community representatives.
Spot weeding in the forest will be done twice per year in the forest and in schools. The area is warm and thus trees take a short time to mature and within 3 years those planted within the forest or protected areas would be big and will not require more spot
weeding.
The program has taken capacity building as a key factor for maintenance and up scaling of the program. The target community would be trained on conservation matters and also on the threatened species in Marsabit. As a direct intention, this program will incorporate restoration of two threatened species in the area and create awareness on the same.",approved,existing_expansion
"01e1872d-bb9c-4cce-948c-8756598e029b","Ecosystem restoration for increased tree cover in Laikipia Landscape, Kenya.",terrafund-landscapes,,1885,KE,terrafund-landscapes,As per the attached work plan in the additional information section.,approved,
"44c352fb-0581-4b97-92d7-6cbe459e13d0",EFK-ANA Agroforestry Project - EcoFix (K),terrafund,,966,KE,enterprises,The implementation of the project will be 6 months but we will continue to monitor the trees on an annual basis and enroll farmers in a carbon offsets project so the project will continue at least for 10 years.,approved,new_project
"244eaf7e-e109-47b2-b84e-9ebe24508391",EMA - Maranhão (Amazon),ppc,,570,BR,ppc,,approved,
"265b9b72-95ac-42dd-ab49-cc335bb90e40",Empowering Coffee Farmers through Entrepreneurship and Climate Resilience,terrafund-landscapes,,1406,RW,terrafund-landscapes,"Project Stages
Stage 1: Preparation and Germination of Seeds and Identification of Planting Sites -- This step will take place from January-March of 2024 and 2025 as our hired seedling nursery managers, overseen by Kula Agronomists, will germinate the seeds for coffee trees. Additionally, Kula's Nyamasheke Farm Trainer as well as Kula Operations Director will work with the local government in Nyamasheke to identify sites for planting additional trees. 

Stage 2: Preparation of Seedling Nurseries -- Because Kula has already constructed the seedling nursery in Nyamasheke, this stage will be focused on preparing the nursery bed, making any necessary changes, updates, and expansions to the nursery structure, acquiring quality agroforestry seedlings and transferring the germinated coffee seedlings to the nursery beds. This Stage will be implemented between March-July in 2024 and 2025.

Stage 3: Cultivation of Seedlings -- This stage will encompass the majority of both years from March-October of 2024 and 2025 as seedling nursery managers and Kula Agronomists provide the proper care and inputs needed to grow healthy seedlings as well as hiring local community members to place each seedling in an individual plastic seedling bag.

Stage 4: Identify Additional Farmers and Provision of Training on Proper Planting - Because Kula extends farm support and seedling distribution beyond program participants, we work with the local government to identify additional farmers who are able to receive seedlings based on need and farm expansion capacity. Kula Agronomists then provide planting training and visit each farm in order to ensure proper planting preparation techniques (size of holes dug, distance between holes, etc.). Additionally, through this project, Kula is working with the Nyamasheke District to identify additional land alongside Lake Kivu to plant the remaining indigenous trees in order to further work against land degradation, increase carbon sequestration and reduce the likelihood of erosion for local community members. During this stage, Kula staff, alongside hired community members, will be working to properly prepare these sites for planting. This stage will take place in October 2024 and 2025.

Stage 5: Seedling Distribution and Planting - Due to the rainy seasons in Rwanda, November-December is regarded as planting season. Depending on the amount of rain that is received, planting can take place anytime in November to December and has even extended into January in some recent years. Seedlings are distributed to all Fellows and community members who then plant them in their own individual smallholder farms. Additionally, local community members will also be hired to plant the additional trees in the sites designated by the local government. This will take place between November-December 2024 and 2025.  

Stage 6: Monitoring and Evaluation - Based on the co-designed monitoring plan developed with Terrafund, Kula will implement the agreed upon monitoring and reporting process as well as continue our proprietary Impact Measurement system for the program overall. This stage will take place from 2024-2030.

Throughout each stage listed, Kula will be simultaneously conducting the Kula Fellowship Program, providing monthly agronomy training alongside various farm inputs, business training and investment, and personal development services including mentorship.",approved,
"62307835-9f07-41e0-a647-8df379d878c7",Empowering Communities and Sustainable Landscape,hbf,,3790,IN,hbf,"Key Stages of the Implementation of the Funding – sharing plan up to May 2025 remaining activities completed to June 2026 , as per given plan , 
Objective 1: Rejuvenate 2,000 hectares with regenerative agroforestry and soil conservation to bolster ecosystems and biodiversity
Stage 1: Baseline Assessment and Planning (June - July 2024)
•	Conduct comprehensive baseline assessments of soil, water resources, and biodiversity.
•	Develop detailed project plans for agroforestry and soil conservation interventions.
Stage 2: Initial Implementation (August - November 2024)
•	Begin soil conservation activities, such as contour trenching and mulching.
•	Initiate the planting of native trees and shrubs to start the regenerative agroforestry process.
Stage 3: Monitoring and Adjustment (December 2024 - February 2025)
•	Monitor initial growth and survival rates of planted species.
•	Adjust techniques based on observed results and feedback from field experts.
Stage 4: Expansion and Intensification (March - May 2025)
•	Scale up planting and soil conservation activities to cover more hectares.
•	Introduce additional native plant species to enhance biodiversity.
Objective 2: Conserve 400,000 cubic meters of water through constructing check dams and implementing erosion control
Stage 1: Site Selection and Design (June - August 2024)
•	Identify and survey potential sites for check dams.
•	Design erosion control measures suitable for the project area.
Stage 2: Construction Phase 1 (September - November 2024)
•	Construct initial set of check dams and erosion control structures.
•	Utilize local labor and materials where possible to ensure sustainability and community involvement.
Stage 3: Monitoring and Maintenance (December 2024 - February 2025)
•	Monitor water retention and erosion control effectiveness.
•	Perform necessary maintenance and adjustments to structures.
Stage 4: Completion and Review (March - May 2025)
•	Complete the construction of remaining check dams.
•	Conduct a thorough review of water conservation outcomes.
Objective 3: Enable 3,000 farmers in 15 villages to adopt sustainable agricultural practices to secure food supply
Stage 1: Training and Capacity Building (June - October 2024)
•	Organize workshops and training sessions on sustainable agricultural practices.
•	Distribute educational materials and resources to farmers.
Stage 2: Demonstration and Implementation (November 2024 - February 2025)
•	Establish demonstration plots in each village to showcase sustainable practices.
•	Assist farmers in adopting these practices on their own lands.
Stage 3: Continuous Support and Monitoring (March - May 2025)
•	Provide ongoing technical support to farmers.
•	Monitor adoption rates and the impact on food supply and productivity.
Objective 4: Elevate the economic status of 3,000 families by introducing integrated livestock farming and sustainable income opportunities, alongside restoring 75 hectares to revitalize native flora and fauna
Stage 1: Needs Assessment and Planning (June - August 2024)
•	Conduct assessments to identify families interested in integrated livestock farming.
•	Develop plans for sustainable income opportunities and flora/fauna restoration.
Stage 2: Training and Initial Implementation (September - November 2024)
•	Train families on integrated livestock farming techniques.
•	Begin the restoration of 75 hectares to support native flora and fauna.
Stage 3: Expansion and Monitoring (December 2024 - February 2025)
•	Expand livestock farming practices to more families.
•	Monitor the impact on income levels and ecological restoration.
Stage 4: Consolidation and Evaluation (March - May 2025)
•	Consolidate gains and evaluate the overall economic impact.
•	Make adjustments based on evaluation findings to improve outcomes.
Objective 5: Training for 400 farmers on efficient irrigation methods to reduce water usage, increasing reliance on sustainable surface water by 25%, promoting solar-powered irrigation by empowering 10 farmers to lessen the strain on groundwater and improve groundwater levels by 2 feet
Stage 1: Irrigation Training and Planning (June - August 2024)
•	Conduct training sessions on efficient irrigation methods.
•	Identify farmers for solar-powered irrigation initiatives.
Stage 2: Implementation of Efficient Irrigation (September - November 2024)
•	Install efficient irrigation systems on selected farms.
•	Begin solar-powered irrigation projects with 10 farmers.
Stage 3: Monitoring and Impact Assessment (December 2024 - February 2025)
•	Monitor water usage and groundwater levels.
•	Assess the impact of solar-powered irrigation on water conservation.
Stage 4: Expansion and Reporting (March - May 2025)
•	Expand irrigation training and installations to more farmers.
•	Report on the progress and outcomes of water conservation efforts.
Activity and Date-Wise Implementation Plan for the Next 6 Months (June - November 2024)
June 2024
•	Baseline assessments and project planning
•	Stakeholder meetings and collaboration setup
July 2024
•	Finalize detailed project plans
•	Begin initial soil conservation activities
August 2024
•	Start planting native trees and shrubs
•	Identify and design sites for check dams
September 2024
•	Construction of initial check dams
•	Training sessions on sustainable agricultural practices
October 2024
•	Workshops on integrated livestock farming
•	Continue soil conservation and planting activities
November 2024
•	Establish demonstration plots for sustainable agriculture
•	Start solar-powered irrigation projects with selected farmers
Summary of Key Dates for the Entire 2-Year Project (June 2024 - May 2026)
Year 1 (June 2024 - May 2025)
•	June - July: Baseline assessments and planning
•	August - November: Initial implementation and training
•	December - February: Monitoring and adjustment
•	March - May: Expansion and review
Year 2 (June 2025 - May 2026)
•	Continue expanding and refining interventions
•	Maintain and monitor project outcomes
•	Conduct evaluations and adjust strategies as needed
•	Final project review and reporting",approved,
f143ce09-b00e-4179-83f7-706b149bf544,Empowering Rutsiro and Rubavu Communities through Lake Kivu catchment Forest Restoration,terrafund-landscapes,,2456,RW,terrafund-landscapes,"1. To Facilitate community in the Village Land Use Action Plan (VLUAPs) (March 2024)
2. To Map the nurseries’ sites (March 2024)
3. To Prepare and establish of tree nurseries (March-May 2024)
4. Train the community on the fruits trees grafting(August 2024)
5. Train the community on the nursery establishment and management (August 2024)
6. Plant seedlings on the respective sites (October 2024)
7. Gap filling ( January-March 2025)
8. Maintenance (June 2025 – October  2029) 
9. Establish community fund (January 2027) 
10. Monitoring, Evaluation and Learning process (March 2024 - October 2029)",approved,
f35188cb-b753-44f1-bb6f-dd5dd33da141,"Engaging local communities in restoration and  rehabilitation of  degraded areas in West Pokot County, Rift Valley, Kenya",terrafund-landscapes,,1961,KE,terrafund-landscapes,"1. Procurement of nursery establishment materials- March 2024 and August 2024
2. Nursery siting and establishment- March 2024 (1st year) and March 2025 (2nd Year)
3. Site preparation August 2024 (1st Year) and August 2025 (2nd year)
4. Reforestation and Tree management- Sep 2024 to December 2029
5. Farmers sensitizations/Mobilization for on farm tree planting- March to December 2024
6. Procurement of certified fruit tree seedlings (Persia americana and Mangifera indica) for on farm planting- Feb 2025 (to be done in the second year)
7. On farm tree planting/Agroforestry)- March to September 2025
8. Monitoring and Documentation- Continuous through the project cycle",approved,
fc2c1678-7379-4afb-9e88-6b727f4b4277,Enhancing Adaptive Capacities of Communities and Ecological Security in the Kanger Valley National Park region of Chhattisgarh,,,3780,IN,hbf,"The key stages of the project are as under- 
(1) Community Mobilsation: It involves meeting with existing community institutions like women collective, Forest Protection Committee, meeting with Gram Panchayat to sensitize them about the need of restoration to deal with climatic crisis. This will start in April 2024 and will continue during the project period to bring climate sensitive change in behavior and practices.
(2) Participatory Planning: Community level orientation and inception meeting in the village will follow with the participatory planning to prepare a village plan for various restoration activity. Planning process will start in April 2024 and first round of planning will be completed by May 2024. 
(3) Plantation: Plantation will start with pit digging in the month of May 2024 and plantation in the month of July 2024. Similarly, second round of plantation will be done in July 2025. 
(4) Soil and Moisture Conservation: Soil and moisture conservation activity as per village level plan will start in May 2024 and it will continue till March 2027.
(5) Regenerative Agriculture Demonstration: Demonstration on regenerative farming practices will start in June 2024 and will continue till March 2027. 
(6) Maintenance: Maintenance of plantation and protection of forest will start in Oct 2024 and will continue till March 2027.
(7) Monitoring: Community based monitoring by community collective will be promoted. It will be done on monthly basis. In addition, quarterly review of project will be done by PRADAN. 
(8) Documentation of project progress, impact, success stories and learning and sharing with stakeholders will start from June 2024 and will continue till March 2027.",approved,
"7103a696-1c91-4408-a167-f99dcdb634a0",Enhancing Adaptive Capacities of Communities and Ecological Security in the Kanger Valley National Park region of Chhattisgarh (new),hbf,,3780,IN,hbf,"The key stages of the project are as under- 
(1) Community Mobilsation: It involves meeting with existing community institutions like women collective, Forest Protection Committee, meeting with Gram Panchayat to sensitize them about the need of restoration to deal with climatic crisis. This will start in April 2024 and will continue during the project period to bring climate sensitive change in behavior and practices.
(2) Participatory Planning: Community level orientation and inception meeting in the village will follow with the participatory planning to prepare a village plan for various restoration activity. Planning process will start in April 2024 and first round of planning will be completed by May 2024. 
(3) Plantation: Plantation will start with pit digging in the month of May 2024 and plantation in the month of July 2024. Similarly, second round of plantation will be done in July 2025. 
(4) Soil and Moisture Conservation: Soil and moisture conservation activity as per village level plan will start in May 2024 and it will continue till March 2027.
(5) Regenerative Agriculture Demonstration: Demonstration on regenerative farming practices will start in June 2024 and will continue till March 2027. 
(6) Maintenance: Maintenance of plantation and protection of forest will start in Oct 2024 and will continue till March 2027.
(7) Monitoring: Community based monitoring by community collective will be promoted. It will be done on monthly basis. In addition, quarterly review of project will be done by PRADAN. 
(8) Documentation of project progress, impact, success stories and learning and sharing with stakeholders will start from June 2024 and will continue till March 2027.",approved,
f4b92387-705a-40bf-a7bb-e84f942de1ec,ENHANCING AGROFORESTRY IN TEA LANSCAPES OF UGANDA - Solidaridad,terrafund,,967,UG,terrafund,"2022-2024
3 years",approved,new_project
"36504a4e-f7a3-4963-9ff2-9aa9982cf990","Enhancing Community Capacity for Climate Resilience and Restoration in the Lake Kivu/Rusizi River Basin, Rwanda – Birdlife",terrafund,,1241,RW,terrafund,"2022-2026 

Tree Planting starts 6/3/2023 and ends 31/12/2023. 

Project monitoring: 2024-2026",approved,existing_expansion
